temps,ACTU,MILIEU,LASER,LASER_ESTIME,TENSION_ACTU,TENSION_MILIEU,TENSION_LASER,DUTY CYCLE,STABILITE
858.0,19.143,20.132,20.655,20.503,2.825,2.77,2.74,774.0,1.0
860.0,19.122,20.069,20.613,20.497,2.826,2.773,2.743,790.0,1.0
862.0,19.077,20.111,20.7,20.495,2.828,2.771,2.738,778.0,1.0
864.0,19.143,20.09,20.679,20.492,2.825,2.772,2.739,782.0,1.0
866.0,19.077,20.069,20.767,20.487,2.828,2.773,2.734,787.0,1.0
868.0,19.056,20.09,20.658,20.485,2.83,2.772,2.74,780.0,1.0
870.0,19.101,19.981,20.637,20.473,2.827,2.778,2.741,807.0,1.0
872.0,19.143,20.023,20.613,20.466,2.825,2.776,2.743,795.0,1.0
874.0,19.122,20.002,20.613,20.458,2.826,2.777,2.743,799.0,1.0
876.0,19.165,20.002,20.613,20.451,2.824,2.777,2.743,798.0,1.0
